case_id,summary,offense,ipc_section,detention,expected_sentence,age,gender,priority_label,undertrial_flag
C01669,"Minor theft case, in custody for 34 months",theft,IPC 379,34,6,56,Female,high,yes
C01670,"Financial fraud case, detained for 31 months",fraud,IPC 420,31,12,26,Female,high,yes
C01671,"Robbery case, undertrial for 22 months",robbery,IPC 392,22,36,41,Male,medium,no
C01672,"Financial fraud case, detained for 14 months",fraud,IPC 420,14,12,60,Female,high,yes
C01673,"Minor theft case, detained for 7 months",theft,IPC 379,7,6,18,Female,high,yes
C01674,"Minor theft case, in custody for 30 months",theft,IPC 379,30,6,48,Female,high,yes
C01675,"Robbery case, undertrial for 9 months",robbery,IPC 392,9,36,23,Female,low,no
C01676,"Minor theft case, in custody for 3 months",theft,IPC 379,3,6,32,Female,low,no
C01677,"Physical assault case, in custody for 8 months",assault,IPC 351,8,24,25,Male,low,no
C01678,"Financial fraud case, undertrial for 13 months",fraud,IPC 420,13,12,61,Male,high,yes
C01679,"Minor theft case, detained for 6 months",theft,IPC 379,6,6,50,Female,medium,no
C01680,"Minor theft case, in custody for 31 months",theft,IPC 379,31,6,23,Male,high,yes
C01681,"Financial fraud case, detained for 25 months",fraud,IPC 420,25,12,18,Female,high,yes
C01682,"Financial fraud case, detained for 35 months",fraud,IPC 420,35,12,24,Female,high,yes
C01683,"Robbery case, in custody for 1 months",robbery,IPC 392,1,36,37,Male,low,no
C01684,"Robbery case, in custody for 5 months",robbery,IPC 392,5,36,19,Male,low,no
C01685,"Robbery case, in custody for 20 months",robbery,IPC 392,20,36,56,Male,medium,no
C01686,"Physical assault case, in custody for 9 months",assault,IPC 351,9,24,45,Male,low,no
C01687,"Physical assault case, undertrial for 36 months",assault,IPC 351,36,24,31,Female,high,yes
C01688,"Robbery case, undertrial for 15 months",robbery,IPC 392,15,36,32,Male,low,no
C01689,"Financial fraud case, undertrial for 10 months",fraud,IPC 420,10,12,43,Male,medium,no
C01690,"Minor theft case, undertrial for 27 months",theft,IPC 379,27,6,64,Male,high,yes
C01691,"Physical assault case, undertrial for 16 months",assault,IPC 351,16,24,33,Male,medium,no
C01692,"Minor theft case, detained for 13 months",theft,IPC 379,13,6,26,Female,high,yes
C01693,"Financial fraud case, in custody for 2 months",fraud,IPC 420,2,12,56,Male,low,no
C01694,"Robbery case, detained for 16 months",robbery,IPC 392,16,36,40,Female,low,no
C01695,"Physical assault case, detained for 24 months",assault,IPC 351,24,24,40,Male,medium,no
C01696,"Financial fraud case, detained for 22 months",fraud,IPC 420,22,12,42,Male,high,yes
C01697,"Robbery case, in custody for 34 months",robbery,IPC 392,34,36,63,Female,medium,no
C01698,"Financial fraud case, in custody for 17 months",fraud,IPC 420,17,12,68,Male,high,yes
C01699,"Financial fraud case, in custody for 7 months",fraud,IPC 420,7,12,64,Male,medium,no
C01700,"Financial fraud case, undertrial for 30 months",fraud,IPC 420,30,12,44,Female,high,yes
C01701,"Robbery case, in custody for 14 months",robbery,IPC 392,14,36,54,Female,low,no
C01702,"Minor theft case, in custody for 22 months",theft,IPC 379,22,6,33,Male,high,yes
C01703,"Robbery case, in custody for 21 months",robbery,IPC 392,21,36,69,Male,medium,no
C01704,"Minor theft case, detained for 12 months",theft,IPC 379,12,6,40,Male,high,yes
C01705,"Physical assault case, in custody for 11 months",assault,IPC 351,11,24,58,Female,low,no
C01706,"Robbery case, undertrial for 11 months",robbery,IPC 392,11,36,67,Male,low,no
C01707,"Minor theft case, in custody for 26 months",theft,IPC 379,26,6,49,Female,high,yes
C01708,"Financial fraud case, in custody for 25 months",fraud,IPC 420,25,12,59,Male,high,yes
C01709,"Financial fraud case, undertrial for 20 months",fraud,IPC 420,20,12,18,Male,high,yes
C01710,"Physical assault case, in custody for 27 months",assault,IPC 351,27,24,30,Male,high,yes
C01711,"Physical assault case, in custody for 36 months",assault,IPC 351,36,24,24,Male,high,yes
C01712,"Minor theft case, undertrial for 21 months",theft,IPC 379,21,6,54,Male,high,yes
C01713,"Robbery case, in custody for 4 months",robbery,IPC 392,4,36,55,Female,low,no
C01714,"Financial fraud case, detained for 23 months",fraud,IPC 420,23,12,27,Female,high,yes
C01715,"Minor theft case, undertrial for 5 months",theft,IPC 379,5,6,38,Male,medium,no
C01716,"Minor theft case, in custody for 16 months",theft,IPC 379,16,6,56,Male,high,yes
C01717,"Minor theft case, in custody for 29 months",theft,IPC 379,29,6,45,Female,high,yes
C01718,"Robbery case, undertrial for 14 months",robbery,IPC 392,14,36,40,Male,low,no
C01719,"Robbery case, in custody for 5 months",robbery,IPC 392,5,36,69,Male,low,no
C01720,"Physical assault case, in custody for 11 months",assault,IPC 351,11,24,60,Male,low,no
C01721,"Financial fraud case, detained for 29 months",fraud,IPC 420,29,12,53,Female,high,yes
C01722,"Physical assault case, detained for 6 months",assault,IPC 351,6,24,27,Female,low,no
C01723,"Financial fraud case, detained for 27 months",fraud,IPC 420,27,12,36,Male,high,yes
C01724,"Robbery case, in custody for 31 months",robbery,IPC 392,31,36,41,Female,medium,no
C01725,"Physical assault case, detained for 18 months",assault,IPC 351,18,24,33,Male,medium,no
C01726,"Robbery case, in custody for 32 months",robbery,IPC 392,32,36,65,Male,medium,no
C01727,"Minor theft case, undertrial for 11 months",theft,IPC 379,11,6,31,Male,high,yes
C01728,"Robbery case, undertrial for 32 months",robbery,IPC 392,32,36,51,Male,medium,no
C01729,"Physical assault case, undertrial for 9 months",assault,IPC 351,9,24,28,Female,low,no
C01730,"Financial fraud case, in custody for 33 months",fraud,IPC 420,33,12,49,Male,high,yes
C01731,"Robbery case, in custody for 14 months",robbery,IPC 392,14,36,29,Male,low,no
C01732,"Robbery case, detained for 30 months",robbery,IPC 392,30,36,21,Female,medium,no
C01733,"Minor theft case, undertrial for 28 months",theft,IPC 379,28,6,36,Female,high,yes
C01734,"Physical assault case, detained for 33 months",assault,IPC 351,33,24,26,Male,high,yes
C01735,"Physical assault case, detained for 31 months",assault,IPC 351,31,24,34,Male,high,yes
C01736,"Physical assault case, in custody for 8 months",assault,IPC 351,8,24,21,Female,low,no
C01737,"Minor theft case, detained for 24 months",theft,IPC 379,24,6,68,Male,high,yes
C01738,"Physical assault case, detained for 22 months",assault,IPC 351,22,24,25,Male,medium,no
C01739,"Minor theft case, in custody for 20 months",theft,IPC 379,20,6,60,Female,high,yes
C01740,"Physical assault case, in custody for 34 months",assault,IPC 351,34,24,28,Male,high,yes
C01741,"Robbery case, in custody for 15 months",robbery,IPC 392,15,36,65,Male,low,no
C01742,"Minor theft case, detained for 33 months",theft,IPC 379,33,6,41,Male,high,yes
C01743,"Financial fraud case, undertrial for 15 months",fraud,IPC 420,15,12,35,Female,high,yes
C01744,"Financial fraud case, in custody for 8 months",fraud,IPC 420,8,12,65,Male,medium,no
C01745,"Physical assault case, in custody for 1 months",assault,IPC 351,1,24,46,Male,low,no
C01746,"Physical assault case, detained for 25 months",assault,IPC 351,25,24,29,Female,high,yes
C01747,"Robbery case, in custody for 2 months",robbery,IPC 392,2,36,64,Female,low,no
C01748,"Minor theft case, detained for 11 months",theft,IPC 379,11,6,40,Female,high,yes
C01749,"Physical assault case, undertrial for 33 months",assault,IPC 351,33,24,21,Female,high,yes
C01750,"Financial fraud case, in custody for 32 months",fraud,IPC 420,32,12,54,Male,high,yes
C01751,"Minor theft case, in custody for 26 months",theft,IPC 379,26,6,48,Female,high,yes
C01752,"Robbery case, in custody for 34 months",robbery,IPC 392,34,36,21,Female,medium,no
C01753,"Robbery case, in custody for 21 months",robbery,IPC 392,21,36,56,Female,medium,no
C01754,"Minor theft case, detained for 21 months",theft,IPC 379,21,6,68,Female,high,yes
C01755,"Financial fraud case, in custody for 18 months",fraud,IPC 420,18,12,48,Male,high,yes
C01756,"Physical assault case, in custody for 18 months",assault,IPC 351,18,24,57,Male,medium,no
C01757,"Physical assault case, detained for 3 months",assault,IPC 351,3,24,20,Male,low,no
C01758,"Minor theft case, detained for 22 months",theft,IPC 379,22,6,70,Female,high,yes
C01759,"Robbery case, detained for 16 months",robbery,IPC 392,16,36,21,Female,low,no
C01760,"Financial fraud case, detained for 35 months",fraud,IPC 420,35,12,28,Male,high,yes
C01761,"Financial fraud case, undertrial for 20 months",fraud,IPC 420,20,12,34,Male,high,yes
C01762,"Minor theft case, undertrial for 14 months",theft,IPC 379,14,6,67,Female,high,yes
C01763,"Minor theft case, in custody for 18 months",theft,IPC 379,18,6,60,Female,high,yes
C01764,"Robbery case, undertrial for 1 months",robbery,IPC 392,1,36,19,Female,low,no
C01765,"Robbery case, detained for 3 months",robbery,IPC 392,3,36,29,Male,low,no
C01766,"Physical assault case, detained for 29 months",assault,IPC 351,29,24,43,Male,high,yes
C01767,"Robbery case, in custody for 31 months",robbery,IPC 392,31,36,56,Male,medium,no
C01768,"Minor theft case, detained for 23 months",theft,IPC 379,23,6,19,Male,high,yes
C01769,"Robbery case, undertrial for 11 months",robbery,IPC 392,11,36,47,Female,low,no
C01770,"Financial fraud case, detained for 23 months",fraud,IPC 420,23,12,39,Male,high,yes
C01771,"Financial fraud case, undertrial for 27 months",fraud,IPC 420,27,12,31,Female,high,yes
C01772,"Robbery case, in custody for 14 months",robbery,IPC 392,14,36,20,Male,low,no
C01773,"Financial fraud case, undertrial for 7 months",fraud,IPC 420,7,12,45,Female,medium,no
C01774,"Physical assault case, detained for 7 months",assault,IPC 351,7,24,54,Female,low,no
C01775,"Minor theft case, in custody for 8 months",theft,IPC 379,8,6,53,Male,high,yes
C01776,"Physical assault case, in custody for 9 months",assault,IPC 351,9,24,60,Female,low,no
C01777,"Financial fraud case, in custody for 33 months",fraud,IPC 420,33,12,59,Female,high,yes
C01778,"Financial fraud case, detained for 14 months",fraud,IPC 420,14,12,45,Female,high,yes
C01779,"Physical assault case, undertrial for 28 months",assault,IPC 351,28,24,29,Female,high,yes
C01780,"Minor theft case, undertrial for 18 months",theft,IPC 379,18,6,60,Female,high,yes
C01781,"Robbery case, detained for 17 months",robbery,IPC 392,17,36,41,Female,low,no
C01782,"Physical assault case, undertrial for 33 months",assault,IPC 351,33,24,68,Female,high,yes
C01783,"Physical assault case, detained for 8 months",assault,IPC 351,8,24,23,Male,low,no
C01784,"Robbery case, undertrial for 31 months",robbery,IPC 392,31,36,30,Male,medium,no
C01785,"Physical assault case, in custody for 20 months",assault,IPC 351,20,24,55,Male,medium,no
C01786,"Financial fraud case, in custody for 18 months",fraud,IPC 420,18,12,54,Female,high,yes
C01787,"Minor theft case, undertrial for 20 months",theft,IPC 379,20,6,51,Female,high,yes
C01788,"Minor theft case, in custody for 13 months",theft,IPC 379,13,6,23,Male,high,yes
C01789,"Minor theft case, undertrial for 29 months",theft,IPC 379,29,6,30,Female,high,yes
C01790,"Robbery case, in custody for 3 months",robbery,IPC 392,3,36,65,Female,low,no
C01791,"Minor theft case, in custody for 34 months",theft,IPC 379,34,6,34,Female,high,yes
C01792,"Physical assault case, undertrial for 22 months",assault,IPC 351,22,24,69,Male,medium,no
C01793,"Financial fraud case, undertrial for 17 months",fraud,IPC 420,17,12,47,Female,high,yes
C01794,"Physical assault case, undertrial for 35 months",assault,IPC 351,35,24,36,Male,high,yes
C01795,"Minor theft case, detained for 5 months",theft,IPC 379,5,6,48,Male,medium,no
C01796,"Physical assault case, undertrial for 25 months",assault,IPC 351,25,24,27,Female,high,yes
C01797,"Financial fraud case, undertrial for 28 months",fraud,IPC 420,28,12,24,Female,high,yes
C01798,"Robbery case, undertrial for 22 months",robbery,IPC 392,22,36,57,Male,medium,no
C01799,"Robbery case, undertrial for 31 months",robbery,IPC 392,31,36,66,Male,medium,no
C01800,"Minor theft case, in custody for 26 months",theft,IPC 379,26,6,46,Female,high,yes
C01801,"Minor theft case, detained for 36 months",theft,IPC 379,36,6,58,Female,high,yes
C01802,"Robbery case, undertrial for 15 months",robbery,IPC 392,15,36,32,Male,low,no
C01803,"Financial fraud case, undertrial for 36 months",fraud,IPC 420,36,12,22,Female,high,yes
C01804,"Physical assault case, detained for 7 months",assault,IPC 351,7,24,68,Male,low,no
C01805,"Financial fraud case, undertrial for 11 months",fraud,IPC 420,11,12,47,Female,medium,no
C01806,"Physical assault case, undertrial for 24 months",assault,IPC 351,24,24,30,Female,medium,no
C01807,"Physical assault case, undertrial for 8 months",assault,IPC 351,8,24,52,Female,low,no
C01808,"Minor theft case, undertrial for 7 months",theft,IPC 379,7,6,59,Female,high,yes
C01809,"Minor theft case, detained for 9 months",theft,IPC 379,9,6,32,Female,high,yes
C01810,"Physical assault case, in custody for 14 months",assault,IPC 351,14,24,45,Female,medium,no
C01811,"Robbery case, detained for 4 months",robbery,IPC 392,4,36,27,Male,low,no
C01812,"Robbery case, undertrial for 20 months",robbery,IPC 392,20,36,65,Female,medium,no
C01813,"Robbery case, detained for 24 months",robbery,IPC 392,24,36,43,Male,medium,no
C01814,"Financial fraud case, undertrial for 22 months",fraud,IPC 420,22,12,30,Male,high,yes
C01815,"Physical assault case, detained for 5 months",assault,IPC 351,5,24,34,Female,low,no
C01816,"Minor theft case, detained for 36 months",theft,IPC 379,36,6,25,Female,high,yes
C01817,"Minor theft case, detained for 20 months",theft,IPC 379,20,6,51,Male,high,yes
C01818,"Financial fraud case, undertrial for 9 months",fraud,IPC 420,9,12,29,Female,medium,no
C01819,"Physical assault case, undertrial for 27 months",assault,IPC 351,27,24,35,Male,high,yes
C01820,"Robbery case, in custody for 34 months",robbery,IPC 392,34,36,20,Male,medium,no
C01821,"Robbery case, detained for 23 months",robbery,IPC 392,23,36,28,Female,medium,no
C01822,"Physical assault case, in custody for 27 months",assault,IPC 351,27,24,37,Male,high,yes
C01823,"Financial fraud case, detained for 5 months",fraud,IPC 420,5,12,47,Male,low,no
C01824,"Minor theft case, detained for 23 months",theft,IPC 379,23,6,65,Male,high,yes
C01825,"Robbery case, undertrial for 5 months",robbery,IPC 392,5,36,26,Female,low,no
C01826,"Physical assault case, in custody for 2 months",assault,IPC 351,2,24,39,Female,low,no
C01827,"Physical assault case, in custody for 16 months",assault,IPC 351,16,24,23,Female,medium,no
C01828,"Minor theft case, detained for 27 months",theft,IPC 379,27,6,41,Female,high,yes
C01829,"Robbery case, undertrial for 32 months",robbery,IPC 392,32,36,19,Male,medium,no
C01830,"Minor theft case, in custody for 14 months",theft,IPC 379,14,6,40,Female,high,yes
C01831,"Robbery case, in custody for 35 months",robbery,IPC 392,35,36,25,Female,medium,no
C01832,"Minor theft case, undertrial for 9 months",theft,IPC 379,9,6,37,Female,high,yes
C01833,"Physical assault case, detained for 12 months",assault,IPC 351,12,24,53,Female,low,no
C01834,"Minor theft case, undertrial for 4 months",theft,IPC 379,4,6,51,Female,medium,no
C01835,"Financial fraud case, detained for 21 months",fraud,IPC 420,21,12,21,Female,high,yes
C01836,"Physical assault case, in custody for 20 months",assault,IPC 351,20,24,64,Female,medium,no
C01837,"Financial fraud case, in custody for 20 months",fraud,IPC 420,20,12,21,Female,high,yes
C01838,"Robbery case, undertrial for 7 months",robbery,IPC 392,7,36,21,Male,low,no
C01839,"Robbery case, undertrial for 5 months",robbery,IPC 392,5,36,57,Male,low,no
C01840,"Financial fraud case, undertrial for 33 months",fraud,IPC 420,33,12,43,Male,high,yes
C01841,"Minor theft case, undertrial for 5 months",theft,IPC 379,5,6,50,Male,medium,no
C01842,"Minor theft case, in custody for 4 months",theft,IPC 379,4,6,44,Female,medium,no
C01843,"Financial fraud case, in custody for 21 months",fraud,IPC 420,21,12,32,Female,high,yes
C01844,"Minor theft case, detained for 31 months",theft,IPC 379,31,6,34,Male,high,yes
C01845,"Physical assault case, in custody for 36 months",assault,IPC 351,36,24,25,Male,high,yes
C01846,"Physical assault case, in custody for 19 months",assault,IPC 351,19,24,31,Female,medium,no
C01847,"Physical assault case, in custody for 16 months",assault,IPC 351,16,24,19,Male,medium,no
C01848,"Robbery case, detained for 32 months",robbery,IPC 392,32,36,31,Female,medium,no
C01849,"Financial fraud case, detained for 24 months",fraud,IPC 420,24,12,39,Female,high,yes
C01850,"Minor theft case, undertrial for 15 months",theft,IPC 379,15,6,57,Female,high,yes
C01851,"Financial fraud case, detained for 8 months",fraud,IPC 420,8,12,55,Male,medium,no
C01852,"Physical assault case, undertrial for 15 months",assault,IPC 351,15,24,34,Female,medium,no
